fake_column_1,fake_column_2,fake_column_3,fake_column_4
81,60,39,5
45,76,83,20
51,88,65,52
39,21,62,84
0,70,35,2
12,53,23,96
18,56,44,91
22,3,35,99
68,58,56,17
79,73,59,80
97,46,36,68
5,40,93,33
74,88,89,13
6,91,65,79
10,14,97,4
15,19,52,4
42,57,46,34
67,76,40,18
64,71,14,87
82,71,35,78
18,36,52,26
0,19,60,69
10,62,90,77
81,42,75,89
41,46,33,82
11,33,79,86
0,51,63,63
94,84,100,95
26,46,15,93
91,96,25,34
3,51,66,46
92,82,39,10
100,11,35,96
7,36,94,19
19,79,4,93
69,1,64,16
17,13,3,12
7,5,12,92
59,89,7,13
85,4,95,84
59,7,87,69
81,59,19,57
49,77,26,100
32,21,17,92
61,9,91,99
94,87,98,100
9,56,9,74
67,13,99,36
50,67,23,62
18,68,10,47
12,10,91,41
2,68,41,4
34,39,87,10
52,72,32,9
46,73,9,78
23,42,26,14
20,10,34,10
51,66,8,25
28,73,51,83
88,10,10,16
91,35,65,68
49,90,90,3
77,26,83,25
23,67,20,78
30,6,10,75
46,69,16,37
34,37,68,2
10,63,83,42
6,87,71,65
12,80,16,53
65,3,62,66
58,54,28,65
95,70,26,17
96,27,33,70
21,33,0,6
46,91,41,48
68,37,12,72
2,98,83,96
43,86,57,16
8,68,44,71
46,70,8,77
32,87,85,81
29,70,75,95
71,88,79,79
25,38,7,60
40,84,27,7
71,66,57,57
29,21,88,63
38,56,75,97
68,21,35,61
29,95,63,21
20,67,91,95
44,66,89,75
71,49,96,44
66,17,17,2
49,41,96,2
64,55,92,94
32,25,82,72
82,91,28,52
76,35,94,84
32,60,45,73
98,89,33,91
27,95,96,51
61,35,93,77
100,27,45,84
13,92,51,85
42,71,21,42
61,62,93,33
0,65,84,63
62,78,86,57
43,30,26,95
86,93,10,98
94,88,64,38
40,37,66,88
8,51,44,22
20,31,42,85
75,35,30,62
81,32,76,98
44,17,79,84
82,94,97,32
58,2,22,65
49,99,17,95
65,94,38,10
9,47,90,8
50,88,47,50
7,33,51,4
29,2,41,43
19,57,25,42
18,22,43,22
63,6,15,76
89,45,80,30
31,51,72,71
86,18,30,9
78,65,53,41
74,89,11,40
28,29,59,61
17,94,15,55
70,67,47,95
52,84,93,47
92,62,62,1
34,2,21,24
72,53,66,27
14,21,58,95
45,56,33,42
78,58,31,23
81,11,24,45
14,54,49,36
46,82,74,31
58,35,9,13
14,82,94,47
14,84,7,75
30,63,26,3
99,96,16,63
3,4,31,4
1,97,68,16
34,3,3,5
32,58,52,37
74,80,13,75
48,68,1,71
95,99,19,81
9,17,48,75
38,57,88,67
100,98,18,26
74,71,64,92
55,38,49,85
99,69,53,47
58,62,98,50
33,0,80,46
75,8,2,65
10,80,27,96
82,30,4,23
79,82,64,19
66,98,98,9
44,55,76,62
92,70,89,73
95,57,16,10
64,20,34,18
28,100,84,86
63,89,74,51
48,65,29,22
27,31,10,44
49,49,61,53
46,29,76,41
31,20,61,78
92,99,43,68
15,50,90,7
95,62,27,22
47,70,11,68
39,16,35,22
25,39,84,84
35,59,24,70
79,22,18,8
91,61,99,67
73,27,52,42
65,98,31,23
53,46,26,77
69,40,49,76
77,19,90,74
6,26,61,82
34,57,44,72
80,48,38,8
46,3,53,76
51,45,90,54
75,12,94,54
23,9,100,87
56,75,69,97
81,61,34,60
10,32,49,47
42,69,25,22
13,93,58,55
40,15,89,31
42,44,58,47
55,38,59,77
22,47,38,67
99,54,82,50
49,76,88,37
64,3,87,88
92,78,73,19
37,80,44,24
52,53,61,73
55,2,14,8
6,80,11,46
15,6,95,17
35,82,72,61
32,85,52,100
51,36,28,40
87,21,10,43
65,25,43,98
51,45,95,56
35,43,16,75
60,0,47,35
17,67,21,49
88,57,7,5
66,0,8,17
60,11,44,8
60,94,38,35
8,81,57,38
58,76,38,15
68,80,75,53
17,39,10,69
44,11,12,14
41,14,35,68
27,66,77,34
73,19,81,75
84,53,43,52
1,5,16,87
26,70,30,63
99,34,79,42
36,5,100,30
68,28,71,66
95,82,53,44
44,52,58,89
56,63,12,30
77,67,92,73
0,67,91,73
57,84,41,52
54,51,41,37
57,92,30,52
28,88,16,53
78,30,75,16
27,28,50,59
16,32,57,14
3,50,91,88
77,61,34,19
10,8,47,81
45,41,41,20
61,85,82,65
36,34,13,9
37,69,3,94
5,71,60,77
65,39,75,79
94,59,63,7
40,15,23,39
29,98,90,58
58,48,98,21
96,43,99,26
46,15,1,26
43,20,70,30
54,68,28,63
90,88,53,31
9,12,62,39
28,6,4,77
42,12,100,49
29,45,23,64
53,14,36,13
92,41,12,57
48,30,31,84
64,70,50,0
58,57,30,1
8,75,79,27
80,99,18,5
55,99,71,8
73,50,85,74
54,43,77,17
11,71,67,89
71,81,80,53
34,95,27,20
59,46,12,55
23,32,50,34
42,5,25,6
86,27,17,49
54,62,52,38
0,44,39,8
82,28,4,90
33,99,34,57
37,30,34,65
90,60,40,75
14,73,24,15
11,61,88,75
60,13,89,84
35,89,6,95
59,21,63,51
85,43,50,98
49,12,31,82
85,54,18,39
69,85,48,100
3,13,90,16
99,86,84,86
23,36,91,79
4,42,53,2
33,23,70,38
19,21,42,59
93,14,75,64
17,73,48,9
35,50,96,16
2,57,29,73
11,72,88,70
77,13,76,27
57,15,17,78
32,40,97,70
98,52,17,100
17,75,63,47
80,65,19,11
38,63,34,3
75,50,46,88
61,10,40,16
93,27,27,94
67,54,25,33
72,95,73,80
83,8,96,7
48,26,98,72
50,37,98,96
60,97,59,66
52,41,80,84
80,15,50,47
26,73,47,90
13,66,31,74
2,36,43,26
20,15,55,48
56,79,49,50
87,81,25,15
76,83,90,40
87,86,54,66
88,38,72,18
36,42,34,14
54,35,89,75
0,62,86,74
93,26,54,56
79,42,61,98
40,79,44,20
23,50,32,29
44,75,40,77
67,19,48,80
52,9,28,52
14,35,6,36
90,22,24,25
20,84,2,35
9,98,92,27
29,77,17,43
8,70,70,55
4,14,33,98
56,15,1,57
98,18,37,12
32,95,2,18
66,17,92,82
21,8,43,88
82,6,57,95
45,31,79,24
13,100,23,35
49,32,10,7
85,25,49,75
36,17,80,32
6,6,14,91
88,32,78,9
76,99,95,77
60,16,86,98
33,96,80,34
9,3,23,64
69,85,99,54
7,63,3,57
95,72,97,4
44,97,19,64
0,45,80,27
17,94,87,92
94,11,27,26
50,45,74,75
23,49,65,83
20,53,30,22
10,37,86,42
83,90,91,35
80,85,8,67
79,66,26,82
28,97,28,92
26,55,77,91
87,30,12,26
79,22,0,61
37,42,85,86
0,63,81,73
8,8,70,57
2,73,79,12
3,51,12,69
24,79,21,25
42,89,42,79
54,7,36,30
28,5,100,3
37,39,4,53
32,60,69,60
40,6,31,79
84,92,86,23
85,85,13,65
41,5,70,65
69,73,45,98
72,36,41,72
44,42,62,90
63,35,23,60
96,7,98,96
77,46,39,93
59,53,7,6
5,59,72,3
58,8,62,37
75,52,61,49
100,56,62,63
64,17,67,99
37,37,39,15
39,56,49,23
88,91,87,95
16,20,14,84
8,46,56,2
75,8,94,39
98,90,56,54
42,86,79,36
51,47,79,60
59,81,20,65
76,95,0,4
72,54,10,46
28,6,75,14
63,4,90,7
57,55,53,52
56,77,34,70
82,12,68,64
21,70,87,10
52,83,13,25
53,45,23,3
68,76,89,84
35,17,35,75
36,12,46,24
63,46,95,11
45,80,67,18
60,59,76,15
31,64,27,60
31,18,98,65
88,84,7,65
70,55,54,61
31,38,10,99
76,55,3,67
89,50,66,13
58,19,74,51
37,39,96,74
53,98,24,27
72,57,92,81
82,55,1,34
24,98,66,64
54,84,9,27
85,1,77,64
11,76,66,19
94,67,59,63
31,97,56,100
90,67,7,14
24,37,31,44
75,37,91,54
87,83,31,6
60,39,71,33
34,98,12,68
37,35,82,9
5,73,99,30
39,54,96,2
58,99,25,7
10,59,12,46
0,52,45,37
49,26,8,18
83,0,98,76
1,36,13,5
88,77,73,73
99,82,75,99
9,36,71,69
56,40,27,57
41,82,1,79
19,88,37,82
12,46,99,67
48,72,78,97
4,31,93,97
60,53,63,27
12,25,13,88
77,9,94,35
89,86,88,80
71,29,42,82
75,46,52,45
6,4,54,2
29,99,65,3
23,14,93,31
37,42,81,22
59,40,44,75
80,22,63,96
84,23,39,39
71,35,78,50
75,82,78,58
30,81,97,85
0,78,59,77
70,28,78,42
41,6,23,68
2,60,32,33
72,82,4,66
70,20,43,90
88,80,94,89
70,46,62,81
22,32,76,6
60,60,84,51
51,41,15,25
81,15,10,70
100,11,68,6
69,47,2,80
25,9,99,12
54,100,77,86
49,77,3,88
9,93,5,30
41,40,50,93
84,20,78,56
65,7,100,29
94,81,18,72
46,89,43,21
65,80,43,42
86,8,76,6
52,76,94,87
100,34,57,25
55,52,48,48
96,14,14,11
74,44,31,17
47,52,25,27
29,46,81,70
72,66,4,93
67,87,80,55
37,25,16,33
50,82,20,25
69,68,18,62
46,53,19,47
81,26,79,88
8,46,40,41
35,21,72,98
100,65,15,26
1,45,43,75
87,11,46,7
6,77,21,44
1,63,83,17
70,10,74,32
78,82,5,28
90,56,30,37
22,2,10,48
85,42,2,86
6,16,14,84
95,56,37,26
47,45,8,76
81,57,48,84
48,38,32,36
85,72,78,73
45,28,63,81
37,97,5,68
86,16,53,70
98,10,100,95
39,84,87,49
41,52,85,27
59,92,88,27
14,60,45,87
70,4,50,89
60,35,9,8
18,70,71,47
52,55,12,34
85,25,15,50
9,36,0,8
59,10,22,25
20,17,34,58
70,98,77,30
72,75,65,73
24,80,85,13
20,96,45,65
20,94,22,96
84,75,98,7
6,97,34,72
57,13,57,28
70,53,51,83
48,44,17,2
61,88,44,37
15,94,67,77
45,45,38,54
83,11,78,69
81,55,90,64
29,73,28,44
71,20,53,82
51,49,99,2
20,61,30,93
42,19,12,1
63,25,50,0
18,71,80,6
41,52,48,0
60,27,4,89
28,79,86,87
52,14,82,56
39,52,23,98
62,24,73,91
60,23,4,43
66,90,6,46
22,73,0,72
27,40,5,72
51,27,57,44
63,20,25,14
93,26,69,23
39,49,51,28
43,85,43,33
90,79,25,19
0,85,15,79
93,97,85,88
81,35,45,69
16,98,99,51
66,29,60,13
52,11,23,19
40,24,31,55
9,67,45,26
74,67,17,34
71,47,92,58
88,14,27,59
88,75,37,81
34,29,34,92
50,76,62,55
9,44,6,79
54,6,32,81
16,44,70,80
33,6,99,11
48,92,82,41
59,73,21,14
10,26,72,39
50,51,43,29
48,87,28,27
15,92,74,3
15,51,53,64
43,4,10,6
80,58,8,55
25,26,30,34
70,66,81,43
87,75,37,61
28,98,35,71
50,14,81,38
91,37,12,12
16,20,75,68
78,29,74,68
87,80,71,23
40,31,33,78
58,98,79,90
6,2,3,66
72,63,21,23
18,81,66,9
67,29,51,73
26,65,42,13
60,32,61,86
69,13,61,26
81,26,15,5
90,64,6,33
98,45,18,48
61,32,4,29
51,8,11,2
57,95,2,64
25,9,50,1
11,53,22,29
79,28,93,92
16,42,52,34
82,53,58,0
51,55,91,93
82,24,53,90
93,62,75,40
43,90,25,98
0,13,22,94
27,58,84,59
47,67,85,91
95,58,70,49
72,1,70,58
35,32,18,56
32,87,99,9
81,45,6,66
47,20,40,11
69,0,44,77
62,23,85,99
32,5,90,53
26,93,1,13
25,30,79,71
48,36,78,84
19,39,9,6
12,30,95,65
52,88,94,60
5,15,15,76
68,98,12,24
84,4,18,19
2,14,59,47
30,8,2,56
18,24,56,76
28,35,3,97
41,13,99,92
19,77,82,16
52,30,93,90
8,100,57,19
66,1,46,76
42,38,24,18
93,9,47,29
96,15,1,20
92,8,45,4
18,77,42,20
83,30,0,5
70,10,19,49
13,32,16,18
50,56,73,83
99,47,53,79
89,2,6,69
39,29,8,42
80,15,66,100
77,54,15,30
69,54,9,8
4,37,13,18
13,43,84,16
83,69,69,84
87,81,41,52
4,77,26,49
79,3,19,55
84,59,21,67
81,98,93,18
36,30,92,7
15,98,12,91
96,32,53,40
61,90,37,12
38,39,26,15
18,25,32,32
91,50,89,91
32,19,52,41
64,44,71,11
29,15,53,10
82,65,31,70
5,29,49,92
64,69,99,57
8,88,87,11
54,8,97,25
64,26,0,7
3,95,25,36
50,29,21,59
15,11,46,49
28,34,63,100
84,6,5,20
86,16,77,74
10,92,26,38
38,32,87,3
96,69,9,49
63,93,37,11
54,42,9,56
43,67,66,2
60,94,39,49
97,20,38,58
28,95,4,29
42,98,0,70
4,26,97,95
92,5,54,61
100,94,11,59
61,13,53,8
54,77,68,83
92,51,7,0
1,55,78,92
71,90,20,77
20,11,45,18
58,64,68,18
70,39,28,52
13,53,82,69
33,48,89,84
76,78,87,88
42,74,98,57
1,60,2,26
97,85,89,54
79,62,5,37
95,38,26,37
30,71,49,40
50,88,56,55
44,39,77,39
41,91,30,96
55,100,13,73
50,35,90,75
67,20,26,56
77,94,79,73
75,98,23,74
2,54,19,36
32,23,42,99
91,81,15,80
68,69,94,9
13,95,53,22
65,8,33,84
29,64,78,36
23,62,85,58
9,61,81,30
53,79,92,43
5,59,10,17
76,80,80,7
78,96,56,38
83,4,85,79
95,39,42,30
13,92,70,76
19,0,39,0
91,70,96,13
2,61,56,30
66,54,79,39
97,31,56,44
22,74,4,81
44,98,15,57
95,13,59,36
89,11,20,52
44,68,97,76
19,86,80,94
26,57,95,31
28,91,50,77
44,65,43,38
50,35,79,51
73,28,22,82
12,21,5,93
62,90,53,7
12,40,23,17
99,22,12,32
18,67,8,47
5,37,11,77
21,6,73,46
44,33,21,74
57,32,57,12
34,41,83,14
35,94,12,15
26,12,51,28
50,33,28,78
42,91,1,34
81,26,16,79
28,23,14,84
46,84,64,13
75,74,35,16
53,49,40,52
81,81,70,76
15,3,50,44
51,36,1,5
7,47,68,25
53,56,46,20
90,30,10,29
84,27,48,47
69,93,41,36
91,86,46,8
96,92,39,28
66,77,50,74
53,81,93,97
89,59,11,1
37,61,71,15
24,37,97,96
92,12,30,7
89,64,14,38
63,72,40,80
21,30,93,91
85,58,16,74
100,2,56,0
71,66,91,100
13,83,38,34
59,65,13,35
78,32,2,12
99,6,88,34
15,35,37,14
100,54,58,6
21,46,26,72
32,38,66,70
65,31,81,24
80,32,10,59
18,93,85,33
16,56,73,90
33,39,76,27
23,70,81,25
35,64,13,40
19,29,67,55
56,9,91,38
92,31,73,73
40,41,80,12
79,87,24,78
75,10,49,28
81,70,23,85
81,57,70,14
51,48,38,68
28,92,50,72
38,76,97,51
2,32,72,66
46,90,39,38
96,86,33,21
85,39,28,85
55,99,15,51
32,92,93,99
97,17,81,17
43,35,31,75
19,78,65,51
53,4,47,64
64,54,22,29
42,56,48,82
39,95,32,78
55,32,36,60
57,42,61,50
39,18,99,75
26,90,89,32
45,11,52,96
47,77,4,62
85,100,91,20
33,11,38,81
69,79,54,36
1,86,15,96
43,40,88,67
64,38,19,58
11,64,80,70
29,71,96,81
40,12,89,19
97,2,13,53
81,78,41,66
63,63,99,25
25,81,42,31
65,82,46,22
34,26,15,79
52,100,75,55
49,27,69,44
70,11,66,72
40,71,99,6
67,18,63,64
57,44,12,25
69,38,4,9
16,1,79,90
6,87,51,36
4,42,82,41
63,97,33,60
42,36,41,82
50,53,19,4
3,87,44,6
28,99,9,62
2,14,33,94
51,77,16,35
70,26,83,48
77,46,3,55
6,25,83,5
24,28,78,70
91,24,22,82
78,4,13,6
32,47,50,5
21,61,47,1
93,69,32,67
3,76,90,5
73,25,24,43
15,9,57,9
50,47,43,59
44,83,98,7
20,66,26,96
6,2,9,65
23,24,62,18
24,29,95,92
69,76,46,91
31,30,32,6
65,47,12,82
96,48,93,31
38,67,79,22
59,14,10,17
64,26,50,97
15,10,45,81
79,48,51,83
22,44,15,73
71,47,99,86
18,19,53,24
43,61,39,30
20,28,21,17
60,43,34,92
5,62,42,88
39,6,20,9
62,42,79,28
52,78,41,72
72,91,22,48
76,0,50,7
96,25,20,36
92,90,16,44
81,89,85,88
20,25,41,2
74,79,2,31
60,35,89,80
92,26,42,17
52,19,12,44
43,51,14,18
96,84,24,87
54,53,98,74
49,41,50,34
52,21,7,14
6,54,77,49
43,34,69,21
18,73,77,69
40,69,30,93
5,43,2,76
90,2,3,47
12,63,81,42
80,3,48,76
16,37,64,6
96,59,4,65
97,88,92,88
71,1,30,92
97,29,36,61
63,12,69,92
32,12,81,3
81,64,55,9
17,76,100,81
22,62,76,10
2,11,20,22
60,14,27,66
68,71,18,74
51,76,34,80
95,25,60,3
58,0,50,30
0,62,44,77
22,87,99,59
22,90,14,93
38,37,78,99
48,9,51,59
37,23,75,92
88,96,89,49
76,47,46,79
23,67,67,28
79,62,65,32
86,56,56,94
75,9,36,15
17,44,74,65
65,62,16,32
87,84,3,14
39,89,37,87
68,48,70,11
33,91,59,2
25,45,54,36
58,17,76,40
28,65,11,64
43,72,31,21
7,28,93,64
53,50,82,14
74,53,71,22
70,80,31,30
43,82,87,28
14,42,58,56
71,92,64,50
8,31,71,7
21,25,85,9
7,5,62,73
33,40,82,62
99,61,19,85
15,22,23,52
9,72,94,49
54,45,35,49
25,57,55,52
35,73,84,31
30,63,51,61
52,22,1,61
100,1,74,63
91,17,94,9
99,89,66,89
38,57,42,17
100,41,31,36
80,8,67,88
2,5,29,26
56,37,53,41
62,31,86,88
69,34,8,71
80,39,61,71
30,80,48,19
15,92,16,73
6,100,48,16
14,34,94,84
46,11,72,14
16,10,86,75
6,96,97,30
37,84,67,81
30,91,65,85
36,27,50,75
44,54,93,65
44,33,68,38
73,74,51,31
29,40,82,83
12,4,62,92
79,52,22,47
1,86,30,57
22,30,44,15
49,27,16,17
91,36,32,41
18,33,92,100
55,76,100,45
11,5,57,0
82,44,32,69
62,85,87,57
29,2,37,88
49,61,40,43
18,8,14,59
7,0,2,83
48,19,86,30
97,42,19,86
83,66,30,41
67,29,69,13
22,19,82,78
86,65,49,56
57,81,16,73
48,86,18,11
76,22,56,75
88,83,89,62
85,43,97,100
96,17,48,75
83,38,10,2
46,25,26,74
60,19,3,34
64,59,42,72
21,67,7,18
1,11,18,8
8,74,100,42
28,15,93,7
54,54,53,53
2,50,20,89
56,21,81,42
11,36,66,39
23,13,23,78
25,39,46,8
15,58,1,0
20,88,45,29
77,26,69,5
12,36,62,90
83,43,11,20
53,82,84,1
98,47,56,76
75,94,87,46
5,9,13,30
98,66,80,93
82,19,48,4
60,73,79,83
34,9,15,94
60,14,79,15
27,81,0,79
39,87,78,1
7,99,77,65
3,0,90,52
12,7,11,22
27,90,26,27
64,70,71,24
2,30,7,25
46,23,15,77
10,89,11,0
64,36,83,93
24,50,43,86
56,69,57,22
58,21,11,19
34,48,78,40
87,24,57,9
16,96,73,10
38,24,73,45
90,65,70,64
33,52,14,7
74,48,62,67
12,23,50,69
0,89,12,81
91,97,96,8
7,35,81,95
15,21,52,50
63,11,64,58
58,22,33,0
45,31,66,40
7,83,79,92
29,58,2,28
2,6,55,35
70,33,29,11
34,94,29,24
34,49,12,52
6,4,85,24
87,14,52,98
36,1,69,64
22,62,76,24
65,36,87,90
96,60,77,73
20,51,36,49
22,27,6,74
59,94,0,25
29,100,41,33
18,53,17,26
41,64,50,31
28,50,9,58
2,90,1,23
33,58,4,14
82,63,12,51
9,93,63,59
61,24,4,41
66,85,15,14
14,91,1,8
50,34,16,91
90,84,29,22
4,98,48,19
39,14,4,48
68,22,35,20
53,71,37,13
100,82,40,65
23,1,98,55
94,27,9,32
82,91,89,10
97,23,71,53
82,33,0,74
64,88,83,75
43,34,100,38
4,15,72,82
53,10,86,42
42,11,56,61
54,87,13,61
88,18,77,64
58,97,46,97
7,19,84,89
81,82,93,1
41,47,51,88
34,42,19,64
69,92,25,9
53,5,95,25
18,14,15,22
69,3,83,73
0,42,79,36
88,24,0,23
100,0,27,27
12,63,43,19
65,87,7,8
71,41,52,15
19,43,40,64
2,88,54,44
49,19,65,60
85,47,70,78
20,95,32,62
87,9,52,66
1,71,54,8
91,40,64,14
53,4,24,84
20,13,48,67
97,15,26,18
45,41,62,85
32,1,100,70
15,16,93,51
74,86,19,36
44,0,58,88
68,63,5,93
88,84,6,82
59,91,85,3
12,56,86,91
51,14,30,4
37,78,29,73
71,77,16,32
31,31,18,100
56,37,100,48
31,65,37,71
32,57,55,77
9,0,17,32
82,38,27,94
28,37,16,12
5,81,4,30
87,46,38,74
74,64,61,2
42,76,95,50
76,28,71,92
96,46,36,39
1,93,6,92
28,22,80,50
77,92,66,50
54,71,92,69
2,51,58,53
1,96,55,34
93,59,39,90
19,58,11,26
18,68,29,6
50,32,14,62
65,27,86,94
19,77,98,12
45,1,16,4
42,30,65,45
16,74,64,82
1,54,89,27
3,48,75,66
0,3,99,88
47,64,12,34
19,20,74,38
29,21,56,74
67,34,12,38
0,33,21,18
68,92,67,81
15,99,48,83
58,32,77,22
68,24,67,6
4,11,31,91
91,2,14,74
68,69,85,95
93,50,4,37
26,91,64,79
67,5,28,52
2,96,5,46
85,45,98,92
85,37,3,82
2,87,82,56
11,56,62,18
0,15,69,99
100,67,14,50
92,90,54,63
11,13,28,68
20,100,89,14
37,63,15,82
33,75,74,12
47,3,86,59
49,48,17,7
65,81,73,80
66,36,73,21
51,75,93,31
50,80,5,100
24,19,78,88
79,43,38,73
93,76,97,18
67,25,53,23
83,13,17,41
27,11,36,48
24,55,43,3
79,79,58,30
8,16,100,5
18,81,69,89
4,90,62,36
48,63,33,52
69,36,46,91
82,9,60,80
36,30,90,62
18,11,13,1
86,38,27,29
88,3,73,42
21,84,92,23
31,70,3,32
38,89,24,47
30,66,0,15
40,35,80,68
10,8,47,85
93,41,22,92
42,75,90,80
2,19,52,29
92,44,22,43
5,46,27,26
93,88,8,92
40,3,67,65
16,93,100,46
39,52,1,88
77,21,86,75
0,60,54,52
5,71,53,57
17,33,66,41
100,18,12,84
28,5,74,80
27,59,30,51
22,60,70,9
48,63,34,66
88,60,36,6
31,99,98,39
84,80,20,13
45,25,58,50
78,89,79,76
15,23,19,79
90,17,99,34
49,53,63,76
18,96,64,77
36,68,11,0
20,68,2,58
88,33,1,18
8,1,35,79
62,38,63,78
38,59,63,74
55,30,41,26
52,60,84,22
41,67,33,96
11,83,77,91
84,39,52,65
21,45,87,71
13,42,42,20
80,22,32,29
2,83,100,35
60,72,31,33
33,16,57,26
77,83,2,47
36,71,95,93
77,60,44,6
54,16,12,12
87,22,51,86
89,83,23,34
78,92,12,32
90,57,70,58
40,19,22,70
44,98,46,24
34,75,1,40
95,40,66,20
7,56,62,7
58,69,22,98
25,82,2,99
1,40,8,73
14,18,5,53
82,79,19,87
34,51,65,16
7,58,64,14
83,13,32,19
1,44,87,45
48,67,27,16
24,25,25,15
11,57,86,41
15,3,94,94
94,26,57,6
10,88,34,55
88,7,35,96
90,39,76,30
14,44,17,100
59,43,34,96
59,4,64,65
8,30,48,30
92,70,16,46
5,30,38,29
93,26,4,15
98,57,83,60
74,88,76,62
56,55,54,86
81,58,2,70
52,35,89,16
71,43,46,2
86,74,23,84
24,8,20,16
68,89,81,88
26,83,50,40
75,78,46,57
77,81,78,25
20,35,44,98
61,2,15,74
31,2,90,93
55,18,2,82
6,6,88,56
27,19,59,68
40,64,83,46
54,65,24,29
62,96,57,88
78,43,64,90
25,28,50,97
57,77,33,2
35,74,1,35
85,70,26,64
51,39,10,91
77,73,18,89
15,20,77,76
48,69,89,87
81,69,79,56
80,71,15,75
100,36,86,48
20,35,14,92
33,35,71,44
63,70,74,99
63,88,79,5
22,72,35,57
19,44,100,1
15,74,9,80
19,48,93,52
88,5,33,34
40,12,39,54
41,74,5,48
80,30,77,1
73,71,83,66
98,81,27,13
36,43,72,58
60,20,45,71
66,27,32,12
66,27,47,69
5,41,59,77
66,8,82,87
18,8,70,67
86,67,99,35
21,46,90,67
40,64,8,31
11,58,66,27
11,62,19,43
83,39,52,77
22,91,33,39
82,35,27,99
55,38,96,74
66,79,7,96
74,94,3,39
58,3,61,31
10,4,9,42
47,87,24,25
19,46,48,33
16,21,13,78
15,80,39,58
76,3,44,5
40,93,27,40
39,11,56,2
42,21,80,79
74,97,83,75
51,6,6,91
33,56,29,21
36,22,4,28
39,22,9,1
26,71,9,24
63,57,37,44
86,70,8,56
4,64,37,45
6,4,77,94
95,60,84,47
24,11,90,84
59,43,19,37
62,33,89,32
26,36,6,67
32,72,18,9
46,65,16,18
42,14,37,48
76,69,51,26
57,44,26,34
40,56,0,43
37,73,64,53
2,5,12,82
62,65,34,11
83,73,69,84
31,6,64,72
31,89,71,59
57,0,50,97
30,46,5,11
92,3,47,63
5,21,48,30
67,20,16,25
78,87,86,30
30,48,13,2
74,83,40,29
43,65,77,67
15,26,43,20
46,98,66,47
86,70,12,18
32,16,89,2
66,20,44,5
12,25,90,5
47,18,55,79
24,20,84,89
83,2,35,95
22,73,2,97
40,70,68,57
63,90,34,55
17,82,89,35
16,14,96,3
53,25,86,58
49,11,55,15
91,14,2,4
89,54,96,17
72,96,62,43
26,99,42,63
51,8,57,41
56,35,87,2
11,75,8,88
28,100,21,100
99,80,37,11
3,26,46,99
9,31,100,50
88,56,9,0
100,97,44,71
48,92,11,95
50,24,75,58
58,72,40,51
54,25,33,34
95,75,48,30
32,91,76,97
42,71,85,46
52,22,2,21
51,25,51,50
73,59,13,50
9,51,90,10
91,40,70,12
20,65,78,97
66,31,88,52
48,92,33,54
50,78,11,93
65,58,69,20
96,49,91,75
19,68,85,9
62,10,16,71
100,4,86,21
90,0,60,8
96,98,78,32
25,22,55,27
24,98,67,34
39,62,75,22
87,99,97,88
78,60,19,87
5,52,12,84
19,40,19,32
59,80,39,0
18,79,67,22
26,41,89,51
76,16,80,8
83,70,79,27
48,38,34,48
38,81,2,96
58,39,44,27
57,27,2,37
50,99,55,27
63,21,6,30
83,68,70,57
1,67,87,1
46,76,51,53
98,92,61,22
57,2,96,55
84,58,80,24
83,17,90,95
87,100,24,29
78,5,46,28
53,17,89,81
96,15,34,87
60,6,94,56
16,81,46,63
65,11,56,51
53,54,49,72
30,45,27,2
92,86,91,96
10,56,41,23
74,9,87,77
34,86,63,25
97,82,85,35
58,64,58,75
29,31,47,10
30,23,78,0
31,81,52,90
46,47,35,18
12,75,77,94
98,47,70,13
89,56,18,28
99,11,17,83
33,63,20,83
24,100,6,94
96,53,79,3
50,8,63,0
14,55,67,26
52,75,27,77
35,10,4,97
4,55,30,65
70,76,11,12
13,94,18,83
44,73,10,52
94,33,19,89
65,33,6,30
27,27,59,59
23,56,29,74
4,34,8,61
5,33,39,28
72,36,64,59
56,58,22,89
13,14,68,75
44,32,76,46
96,59,19,5
16,92,84,70
19,25,98,3
66,58,59,66
4,85,20,89
69,94,69,53
46,48,95,46
9,70,46,56
100,23,94,0
91,56,30,37
69,78,8,91
49,92,8,50
78,65,91,92
21,93,87,28
90,9,58,4
4,57,38,80
87,35,49,71
73,40,2,70
62,26,16,42
78,20,92,16
6,46,15,16
17,95,35,47
93,27,39,34
51,62,16,51
34,96,95,71
53,15,9,52
54,86,86,37
83,93,26,20
39,7,14,4
25,54,61,11
63,64,35,29
17,2,26,7
61,100,58,100
76,90,39,60
98,7,23,67
18,87,2,74
64,69,93,22
11,91,14,50
2,50,63,2
59,16,68,91
78,43,51,21
89,26,6,62
18,86,57,4
96,11,54,48
82,42,9,4
13,57,84,97
54,96,52,97
58,96,97,40
81,73,45,90
13,15,14,37
93,46,40,46
7,25,37,73
59,58,5,54
71,4,66,82
6,6,82,52
97,90,53,24
79,77,19,35
19,80,31,80
12,79,53,76
23,71,18,46
87,37,86,41
20,17,59,17
87,28,99,51
76,81,83,59
81,66,76,4
82,58,34,45
42,86,26,89
96,67,52,73
8,53,92,76
50,49,11,60
4,4,92,4
48,97,39,52
93,18,29,66
39,69,70,53
69,52,92,94
77,38,4,31
58,35,59,93
67,66,37,80
60,97,4,42
83,27,59,14
71,76,44,66
71,28,90,0
81,33,56,89
26,42,45,54
49,17,13,36
